epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
118,743.655,1.99636,2.19561,1.72692,0.20661,0.21818,0.13018,0.03228,2.73549,2.95269,2.15168,0.0012278,0.0012278,0.0012278
119,749.828,1.99422,2.15009,1.74743,0.2373,0.24545,0.18248,0.05298,2.81396,2.74285,2.20095,0.0012212,0.0012212,0.0012212
120,756.203,2.00432,2.2411,1.75956,0.1908,0.23636,0.11387,0.02994,2.78421,2.70778,2.32255,0.0012146,0.0012146,0.0012146
121,762.887,1.9784,2.24115,1.74342,0.15378,0.18182,0.12391,0.03532,2.59625,2.77236,2.08771,0.001208,0.001208,0.001208
122,769.027,2.03802,2.22884,1.80971,0.15792,0.18182,0.09272,0.02414,2.91712,3.11559,2.3791,0.0012014,0.0012014,0.0012014
123,775.243,1.93269,2.15691,1.68646,0.20545,0.18182,0.13953,0.0373,2.67,2.83207,2.19085,0.0011948,0.0011948,0.0011948
124,781.568,1.91092,2.11539,1.71707,0.25404,0.25079,0.12162,0.03254,2.77326,2.66982,2.29871,0.0011882,0.0011882,0.0011882
125,787.63,2.05414,2.26245,1.77454,0.22188,0.25455,0.13108,0.03234,2.83086,2.73559,2.43125,0.0011816,0.0011816,0.0011816
126,794.255,2.04978,2.1505,1.7872,0.16227,0.2,0.08594,0.02241,3.01372,3.09745,2.63617,0.001175,0.001175,0.001175
127,800.341,2.03938,2.36162,1.7986,0.17367,0.25221,0.094,0.02874,2.71136,2.95892,2.21391,0.0011684,0.0011684,0.0011684
128,806.571,1.93917,2.25846,1.72938,0.26266,0.13636,0.09574,0.02914,2.74065,3.1592,2.22009,0.0011618,0.0011618,0.0011618
129,812.579,1.96602,2.27032,1.71998,0.17567,0.2,0.11938,0.03259,2.83101,2.99703,2.28772,0.0011552,0.0011552,0.0011552
130,818.732,2.0324,2.20857,1.74744,0.14612,0.18182,0.11403,0.03283,2.72129,3.05667,2.16631,0.0011486,0.0011486,0.0011486
131,825.242,1.9771,2.15293,1.72535,0.16007,0.19091,0.12101,0.03714,2.76254,2.83006,2.2534,0.001142,0.001142,0.001142
132,831.411,1.91544,2.11743,1.69594,0.25319,0.19091,0.16735,0.04716,2.78573,2.55682,2.24799,0.0011354,0.0011354,0.0011354
133,837.546,1.9514,2.0951,1.73693,0.19035,0.23636,0.10346,0.03002,2.79126,2.76032,2.23046,0.0011288,0.0011288,0.0011288
134,843.582,2.00943,2.03843,1.77767,0.22757,0.10909,0.08906,0.02223,3.04517,3.46435,2.66012,0.0011222,0.0011222,0.0011222
135,849.764,1.98026,2.12017,1.73066,0.14069,0.2,0.09485,0.02458,2.96065,3.1377,2.52792,0.0011156,0.0011156,0.0011156
136,856.095,1.92729,2.08925,1.72427,0.17489,0.20909,0.08921,0.02248,2.91932,3.4818,2.37776,0.001109,0.001109,0.001109
137,862.644,1.9109,2.15703,1.67424,0.2119,0.19091,0.09135,0.02471,2.91427,2.71945,2.42854,0.0011024,0.0011024,0.0011024
138,868.643,1.9161,1.93743,1.67918,0.24813,0.3,0.15618,0.04473,2.70332,2.63528,2.19758,0.0010958,0.0010958,0.0010958
139,874.815,1.95371,2.01946,1.73479,0.19604,0.29091,0.15617,0.04378,2.73896,2.7914,2.27176,0.0010892,0.0010892,0.0010892
140,880.967,1.89984,2.02543,1.6817,0.24338,0.25455,0.13498,0.03492,2.85734,2.72992,2.32346,0.0010826,0.0010826,0.0010826
141,887.173,1.78991,2.31638,1.61189,0.20637,0.27422,0.1472,0.03521,2.82007,2.8975,2.34221,0.001076,0.001076,0.001076
142,893.892,1.9527,2.09388,1.709,0.17214,0.19091,0.11195,0.02749,2.81274,2.93813,2.36823,0.0010694,0.0010694,0.0010694
143,900.027,1.90882,2.00397,1.70189,0.16248,0.19091,0.09693,0.03222,2.89525,2.77036,2.51509,0.0010628,0.0010628,0.0010628
144,906.095,1.93673,1.94519,1.72873,0.16292,0.25455,0.10269,0.03061,2.96297,2.87113,2.56716,0.0010562,0.0010562,0.0010562
145,912.103,2.01545,2.03716,1.75387,0.25142,0.19544,0.13131,0.0361,2.95301,2.83165,2.51182,0.0010496,0.0010496,0.0010496
146,918.143,1.90807,2.06178,1.68581,0.23571,0.20909,0.12438,0.03403,2.7752,3.05022,2.19714,0.001043,0.001043,0.001043
147,924.947,1.95885,1.99493,1.71328,0.20864,0.21818,0.10494,0.03395,2.87369,2.75777,2.39413,0.0010364,0.0010364,0.0010364
148,930.93,1.927,1.98561,1.66966,0.28217,0.23945,0.14419,0.03671,2.97671,2.79424,2.54726,0.0010298,0.0010298,0.0010298
149,937.019,1.91183,1.88742,1.72341,0.1308,0.223,0.11463,0.03846,2.90833,2.76891,2.41576,0.0010232,0.0010232,0.0010232
150,943.17,1.81763,1.8537,1.65035,0.26667,0.22727,0.13004,0.03412,2.77266,2.87307,2.28393,0.0010166,0.0010166,0.0010166
151,949.286,1.93299,1.9083,1.6715,0.24587,0.22727,0.11856,0.03539,2.85212,2.80438,2.28283,0.00101,0.00101,0.00101
152,956.099,1.92098,1.87263,1.68845,0.1559,0.21818,0.09906,0.02646,2.88334,3.05208,2.37999,0.0010034,0.0010034,0.0010034
153,962.161,1.83817,1.89895,1.6397,0.19631,0.23636,0.13293,0.03532,2.86807,2.76626,2.34214,0.0009968,0.0009968,0.0009968
154,968.267,1.88318,1.92886,1.67283,0.15595,0.26364,0.09538,0.03008,2.87724,2.87951,2.37877,0.0009902,0.0009902,0.0009902
155,974.304,1.88746,1.85562,1.65627,0.24853,0.24545,0.15576,0.04421,2.75477,2.75584,2.23524,0.0009836,0.0009836,0.0009836
156,980.317,1.85236,1.82999,1.65961,0.2335,0.23636,0.15675,0.04112,2.86018,2.7585,2.31826,0.000977,0.000977,0.000977
157,986.788,1.89263,1.80405,1.66463,0.25481,0.22727,0.12439,0.03504,2.85227,2.62676,2.31629,0.0009704,0.0009704,0.0009704
158,992.797,1.8127,1.75209,1.6677,0.23102,0.24545,0.13656,0.0328,2.85832,2.69835,2.34316,0.0009638,0.0009638,0.0009638
159,998.93,1.91114,1.87127,1.70863,0.28361,0.21818,0.13322,0.03637,2.99108,2.77443,2.56015,0.0009572,0.0009572,0.0009572
160,1005.04,1.88114,1.83634,1.66922,0.2031,0.20909,0.14123,0.03627,3.01768,3.04052,2.47016,0.0009506,0.0009506,0.0009506
161,1011.36,1.81483,1.8663,1.64637,0.26409,0.24144,0.17396,0.04851,2.87848,2.57659,2.3872,0.000944,0.000944,0.000944
162,1017.93,1.8178,1.72732,1.67613,0.21682,0.23636,0.11361,0.03265,2.92849,2.73491,2.50729,0.0009374,0.0009374,0.0009374
163,1024.45,1.81422,1.75972,1.64472,0.25458,0.21818,0.12733,0.03599,2.93705,2.97765,2.41255,0.0009308,0.0009308,0.0009308
164,1030.66,1.86502,2.03089,1.63929,0.26148,0.22212,0.13051,0.03911,2.76506,2.78185,2.24547,0.0009242,0.0009242,0.0009242
165,1036.97,1.83132,1.68842,1.64845,0.33258,0.20909,0.13805,0.04017,2.96131,2.53425,2.44906,0.0009176,0.0009176,0.0009176
166,1043.21,1.82466,1.67846,1.62614,0.26155,0.25455,0.13917,0.04058,3.02706,2.79727,2.49608,0.000911,0.000911,0.000911
167,1049.62,1.80611,1.71427,1.61709,0.18275,0.22727,0.09833,0.0291,2.81212,2.92973,2.26307,0.0009044,0.0009044,0.0009044
168,1056.23,1.84062,1.70094,1.63939,0.26174,0.21818,0.1701,0.04611,2.92618,2.60691,2.38383,0.0008978,0.0008978,0.0008978
169,1062.45,1.82865,1.71349,1.62377,0.21919,0.22727,0.12765,0.03258,2.96544,2.69379,2.43761,0.0008912,0.0008912,0.0008912
