image_id,ps_x,ps_y
131aedfhs6pnf1fvtvp49ml751m1ft2q22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mldx9653nxv22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mlbfxet8tix22,0.366748046875,0.366748046875
131aedfhs6pnf1fvtvp49mld7mqexnz322,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mlemi1a2kdg22,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mjf04y0vtqu22,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mldx9emed2q22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mlbfxd5hfoe22,0.366748046875,0.366748046875
131aedfhs6pnf1fvtvp49mlemicfx5gd22,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mlbqwqy6eyr22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mlctu5epr2422,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mk5l3ra0gpr22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mk5ysh92uks22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49ml751ln830822,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mlbfx87m6p122,0.366748046875,0.366748046875
131aedfhs6pnf1fvtvp49mkf4wa5j1gp22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mld7ms3ukf722,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mjf02x1fl1f22,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mk5xnqtncru22,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mk5xpr80q1922,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mk5xpwmst8822,0.21626171875,0.21626171875
131aedfhs6pnf1fvtvp49mk5xd7zgtfe22,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mkdrivxlno922,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mjf04wc7y5722,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mldx9duvq9i22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mld7mlgrpyp22,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mk5ysoi72rl22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mld7mqwga4x22,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mlbqwr3hn8622,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49ml751jvo26b22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mm91xpavpff22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mk5yshtbwpz22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mlctu6f7vpa22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mldx95mt90922,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mld7mkigm8722,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mk5xpw6ievy22,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mlemi7dcg5y22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mk5l3qcg5hh22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mkdriokw5xe22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mkdrip3kn1b22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mk5xpmf8nyk22,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mlctu1tldzz22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mlemhzjwfu922,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mm91xnvc1ew22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mkdrivkdrq522,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mk5yskhif6q22,0.21626171875,0.21626171875
131aedfhs6pnf1fvtvp49mkdrinnf72g22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mlctu20w9qh22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mlemi2tt9w022,0.25957421875,0.25957421875
13c2ur5452xb62wphb959tewknprp1b4,0.308,0.308
131aedfhs6pnf1fvtvp49mia86yesh2i22,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mgcf8v835p622,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49jxvwaa9o9po22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49jvrnoxyphgh22,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49jyuzi97x0uh22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49h4bhdo5sta322,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp493iu1n8gd3gs22,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp493iu1na8zz7s22,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp498txzz76dlsx22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49jxuh4vuvar522,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mif6sem5a5q22,0.366748046875,0.366748046875
131aedfhs6pnf1fvtvp49mif6sfpum6h22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mfhjwmxomzo22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mj8lu0x093r22,0.366748046875,0.366748046875
131aedfhs6pnf1fvtvp493iu1nekk6h022,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mi8hml81goj22,0.30529296875,0.30529296875
13c2ur5452xb62wphb959tewknprozmk,0.433125,0.433125
131aedfhs6pnf1fvtvp49jvrnojknop322,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mg85r9wupiz22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49jzp4twiypve22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49jxos86jext822,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mj8mmgoy05222,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49ee0uli12bvs22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mifkdag4lfk22,0.30529296875,0.30529296875
13c2ur5452xb62wphb959tewknprp36b,0.433125,0.433125
131aedfhs6pnf1fvtvp49joxclbvdd1122,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mif6s98nrny22,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mgcf8x5lux822,0.366748046875,0.366748046875
131aedfhs6pnf1fvtvp49mgcf93bdtro22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mj5g3u4fe2y22,0.366748046875,0.366748046875
131aedfhs6pnf1fvtvp49mff2pw4q7zi22,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp498txzz97ejs822,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mj5g3tlqlef22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mja0v4y3q9222,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mif6s8713x022,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mjbhco676e622,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mh7wxj2igom22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49h4bhdnqtafr22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mia86x4goxz22,0.25957421875,0.25957421875
131aedfhs6pnf1fvtvp49mh7wxkodv0522,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mh7xyk3t1vq22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mh7wxejmrb922,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49jxvwad3c0hk22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mfhjwt6gfsa22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp498wvamohw0xf22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mja0uu4wo3522,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49jyuzi7218vv22,0.30529296875,0.30529296875
13c2ur5452xb62wphb959tewknprp354,0.433125,0.433125
131aedfhs6pnf1fvtvp49jzmz3noharq22,0.30529296875,0.30529296875
13c2ur5452xb62wphb959tewknprozs5,0.433125,0.433125
131aedfhs6pnf1fvtvp49mj5g3qfr3b922,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49mg85r5ebddd22,0.30529296875,0.30529296875
131aedfhs6pnf1fvtvp49jxvwadsc7wa22,0.25957421875,0.25957421875
