epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,58.073,2.72473,3.15711,1.98549,0.03686,0.06186,0.01339,0.00378,2.78784,3.29811,2.14164,0.0018515,0.0018515,0.0018515
17,61.6058,2.705,3.08244,1.96412,0.01522,0.02062,0.01129,0.00315,2.90111,3.59232,2.28499,0.0018416,0.0018416,0.0018416
18,65.0568,2.6842,3.09938,1.90555,0.00438,0.60825,0.01228,0.00383,2.9913,3.63124,2.23924,0.0018317,0.0018317,0.0018317
19,68.5003,2.66984,3.04972,1.93054,0.25155,0.04124,0.03612,0.00908,3.06113,3.4302,2.33206,0.0018218,0.0018218,0.0018218
20,71.983,2.66724,2.91258,1.94758,0.09064,0.1134,0.04731,0.01415,2.90846,3.25156,2.25202,0.0018119,0.0018119,0.0018119
21,75.4721,2.63883,2.94787,1.99384,0.14982,0.07216,0.03619,0.00942,2.84153,3.11885,2.26376,0.001802,0.001802,0.001802
22,79.0698,2.6623,2.91663,1.97033,0.10277,0.1134,0.04118,0.00971,2.83561,3.04605,2.12804,0.0017921,0.0017921,0.0017921
23,82.5886,2.70269,2.96803,1.9157,0.02637,0.1134,0.01055,0.00293,3.00951,3.89074,2.09464,0.0017822,0.0017822,0.0017822
24,86.097,2.58744,2.90035,1.92532,0.14346,0.07216,0.03243,0.00795,2.86163,5.26557,2.19712,0.0017723,0.0017723,0.0017723
25,89.5419,2.61252,2.92552,1.94173,0.12874,0.07468,0.04052,0.01402,2.80625,3.38979,2.18415,0.0017624,0.0017624,0.0017624
26,93.0549,2.54657,2.83869,1.87558,0.06441,0.1134,0.04681,0.01904,2.78311,3.92752,2.04857,0.0017525,0.0017525,0.0017525
27,96.5781,2.56398,2.80967,1.93018,0.07927,0.07216,0.02608,0.00802,2.8686,3.24925,2.15433,0.0017426,0.0017426,0.0017426
28,100.075,2.60943,2.72064,1.90929,0.11072,0.1134,0.04051,0.01481,2.75451,3.13148,2.09952,0.0017327,0.0017327,0.0017327
29,103.53,2.59983,2.80508,1.88914,0.1026,0.1134,0.03624,0.01014,2.89735,3.11565,2.27052,0.0017228,0.0017228,0.0017228
30,107.017,2.56335,2.73181,1.88217,0.08166,0.16495,0.04198,0.01259,2.71067,3.5722,2.08896,0.0017129,0.0017129,0.0017129
31,110.586,2.50799,2.76249,1.91109,0.13546,0.11795,0.06032,0.01471,2.77818,2.97793,2.17076,0.001703,0.001703,0.001703
32,114.161,2.57205,2.78092,1.89678,0.05883,0.04124,0.02956,0.00932,2.80842,3.13313,2.18044,0.0016931,0.0016931,0.0016931
33,117.626,2.53819,2.76322,1.89163,0.05632,0.07216,0.03501,0.0125,2.95076,3.1613,2.13364,0.0016832,0.0016832,0.0016832
34,121.121,2.50531,2.71564,1.89621,0.06583,0.09278,0.03082,0.01034,2.89284,3.23468,2.11567,0.0016733,0.0016733,0.0016733
35,124.563,2.50537,2.7006,1.87385,0.08267,0.1134,0.06044,0.02519,2.71974,3.12358,2.11297,0.0016634,0.0016634,0.0016634
36,127.995,2.5482,2.58125,1.86272,0.0795,0.16495,0.05094,0.02141,2.7126,3.0745,2.15326,0.0016535,0.0016535,0.0016535
37,131.437,2.48361,2.69879,1.88189,0.07142,0.1134,0.04082,0.01322,2.84414,3.2979,2.22951,0.0016436,0.0016436,0.0016436
38,134.883,2.47776,2.57449,1.80469,0.09343,0.10309,0.04124,0.01187,2.7834,2.97111,2.16997,0.0016337,0.0016337,0.0016337
39,138.389,2.45251,2.51622,1.86914,0.10106,0.12371,0.04677,0.01531,2.94607,3.07273,2.32002,0.0016238,0.0016238,0.0016238
40,141.881,2.43642,2.46921,1.81454,0.15026,0.16495,0.07389,0.02092,2.76326,2.90455,2.14511,0.0016139,0.0016139,0.0016139
41,145.522,2.42139,2.48031,1.80524,0.10028,0.10309,0.03949,0.01015,2.88565,2.94151,2.21614,0.001604,0.001604,0.001604
42,148.935,2.35325,2.48687,1.76684,0.09377,0.15464,0.04279,0.01031,2.83742,3.59083,2.10544,0.0015941,0.0015941,0.0015941
43,152.421,2.38458,2.47313,1.79829,0.13762,0.21649,0.07528,0.017,2.82375,3.31317,2.23796,0.0015842,0.0015842,0.0015842
44,155.892,2.36975,2.43589,1.77064,0.13131,0.15464,0.06474,0.01546,2.81353,2.95611,2.19465,0.0015743,0.0015743,0.0015743
45,159.338,2.41815,2.47221,1.8312,0.10457,0.14433,0.04488,0.01324,2.7173,3.00631,2.04558,0.0015644,0.0015644,0.0015644
