epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,91.6804,2.60471,2.98686,2.04316,0.06146,0.10309,0.03905,0.01162,2.79033,3.32152,2.25068,0.0015842,0.0015842,0.0015842
23,95.6539,2.58568,3.08073,2.03194,0.09649,0.08247,0.03936,0.01049,2.80318,3.22107,2.23261,0.0015644,0.0015644,0.0015644
24,99.7577,2.5354,3.00382,2.07361,0.06583,0.06186,0.03671,0.01061,2.75141,3.20826,2.30433,0.0015446,0.0015446,0.0015446
25,103.795,2.5843,2.96174,2.07651,0.16642,0.08247,0.05012,0.01287,2.76081,3.17413,2.32325,0.0015248,0.0015248,0.0015248
26,107.904,2.51885,2.83833,2.01915,0.06699,0.10309,0.05284,0.01848,2.75085,3.27154,2.34006,0.001505,0.001505,0.001505
27,112.047,2.45977,2.82204,2.01011,0.08018,0.09278,0.03127,0.00827,2.84354,3.3468,2.41316,0.0014852,0.0014852,0.0014852
28,116.143,2.57055,2.85582,2.01353,0.07827,0.05155,0.03528,0.01269,2.65322,3.16605,2.23946,0.0014654,0.0014654,0.0014654
29,120.511,2.45914,2.80448,1.98502,0.08493,0.10309,0.03447,0.01256,2.78996,3.2235,2.33703,0.0014456,0.0014456,0.0014456
30,124.605,2.50422,2.72624,1.96335,0.08137,0.1134,0.04533,0.01551,2.73599,3.04646,2.31285,0.0014258,0.0014258,0.0014258
31,128.61,2.44402,2.73949,1.96728,0.13394,0.12371,0.04728,0.01501,2.72761,3.02889,2.27845,0.001406,0.001406,0.001406
32,132.707,2.48523,2.76841,1.99006,0.10536,0.12371,0.03794,0.00868,2.87161,3.43236,2.37411,0.0013862,0.0013862,0.0013862
33,136.721,2.39823,2.74408,1.93567,0.05687,0.1134,0.03238,0.0091,2.75434,3.41567,2.28804,0.0013664,0.0013664,0.0013664
34,140.67,2.41065,2.67636,1.98432,0.18065,0.16495,0.07998,0.02511,2.68723,3.09459,2.22912,0.0013466,0.0013466,0.0013466
35,144.651,2.38435,2.68345,1.93438,0.1085,0.11168,0.06553,0.02303,2.64695,3.09068,2.24166,0.0013268,0.0013268,0.0013268
36,148.613,2.42038,2.60334,1.92802,0.23824,0.06186,0.05736,0.02172,2.7407,3.1735,2.39561,0.001307,0.001307,0.001307
37,152.79,2.40773,2.6487,1.93977,0.21428,0.14433,0.08404,0.02951,2.74375,3.10722,2.34931,0.0012872,0.0012872,0.0012872
38,156.963,2.36887,2.60434,1.87153,0.1558,0.20619,0.07251,0.0211,2.70754,2.94607,2.328,0.0012674,0.0012674,0.0012674
39,161.03,2.32131,2.55826,1.92451,0.14789,0.12371,0.07253,0.02356,2.68684,3.10704,2.32403,0.0012476,0.0012476,0.0012476
40,165.146,2.35653,2.51586,1.93743,0.0881,0.21649,0.05658,0.01645,2.70635,3.423,2.24028,0.0012278,0.0012278,0.0012278
41,169.124,2.37959,2.56085,1.96295,0.15959,0.12371,0.06538,0.01647,2.67917,3.1366,2.23693,0.001208,0.001208,0.001208
42,173.212,2.3054,2.50734,1.87917,0.1312,0.14433,0.07113,0.02169,2.69658,2.98503,2.23567,0.0011882,0.0011882,0.0011882
43,177.207,2.28241,2.5281,1.8479,0.16038,0.16495,0.10194,0.03409,2.71515,2.86748,2.23664,0.0011684,0.0011684,0.0011684
44,181.28,2.29244,2.40559,1.87283,0.14322,0.11375,0.08263,0.0235,2.74189,3.04123,2.262,0.0011486,0.0011486,0.0011486
45,185.483,2.29065,2.4522,1.91818,0.18184,0.12371,0.09451,0.02462,2.7757,3.07737,2.2974,0.0011288,0.0011288,0.0011288
46,189.553,2.3066,2.46723,1.87335,0.12705,0.13056,0.07104,0.02003,2.73595,3.0942,2.22118,0.001109,0.001109,0.001109
47,193.579,2.25546,2.53142,1.90398,0.21027,0.15464,0.0831,0.02337,2.70354,2.97751,2.25877,0.0010892,0.0010892,0.0010892
48,197.607,2.27098,2.458,1.87912,0.16076,0.16495,0.0629,0.01888,2.72484,3.10455,2.26448,0.0010694,0.0010694,0.0010694
49,201.66,2.22717,2.31671,1.86035,0.13848,0.20619,0.06455,0.01821,2.69183,3.01553,2.28488,0.0010496,0.0010496,0.0010496
50,205.671,2.23189,2.44027,1.87576,0.15116,0.10309,0.05225,0.01305,2.78418,3.27202,2.22053,0.0010298,0.0010298,0.0010298
51,209.633,2.2529,2.35279,1.83534,0.19161,0.18557,0.09193,0.01981,2.76487,3.16001,2.25263,0.00101,0.00101,0.00101
52,213.666,2.25722,2.3275,1.86717,0.14623,0.14433,0.07407,0.01793,2.75855,2.98836,2.32968,0.0009902,0.0009902,0.0009902
53,217.85,2.2403,2.36595,1.87375,0.11055,0.13402,0.06217,0.01892,2.74432,3.00772,2.3705,0.0009704,0.0009704,0.0009704
